text,labels
¿lo más gracioso? que si no defiendes/apoyas/eres activista del feminismo pues ya eres un machista opresor,0
"@santicid ay, gracias. lo malo es que ese es solo para primer viaje. pero mil gracias igualmente ",0
"@jjsanchezb tenemos la pre inauguración de la e de #barbie el viernes 6 de enero, y el sábado 7 de enero sería día normal",0
@miriam_munuera calor?! calor?? hoy mehe muerto de frío,0
@funinfvneral qué burrada pusieron hoy?? que llevo meses bloqueada por otra heterada y me lo perdí,1
@flyintothestorm @selenepetalos mmmm yo tampoco te puedo decir nada  supongo que lo lógico sería que lo tuvieran pero a saber,0
"@jorgeufano ¡muchas gracias por la respuesta! cualquier cosa, aquí estamos para lo que necesites  ¡saludos!",0
"todas las putas gatas a las que les cago es porque un wey se fijo en mi y no en ellas, neta no es mi pedo, pinches feas",1
"como cuando duermo de día y de noche ando bien pilas, esto es fantástico",0
"@jcagmty es posible que baje la gasolina, los impuestos, el dolar y la canasta?plis jajaja",0
@cafelluvia bonito rincón  ¡qué ganas de ver la nueva web!,0
mañana es muy probablee que caiga un directo!! y ya sabeis lo que pasa en los directos...,0
"te quejas por todo, eres una nena.",1
lo triste de este trimestre: salgo diario hasta las diez y no estaré con todo el crew.,0
vale acabo de ver algo muy desagradable gracias cris y buenas noches,0
@1maaariii1 puebla es un caos aiudame,0
ningún hombre sabio y discreto dice a la mujer un secreto,1
"llegue a casa, había una caja q me mandó la ex y dentro estaba mi amada ps3 (los niños sonríen) pero no trae control (los niños lloran)",1
"@falcaide muchas gracias, francisco!! feliz día ",0
@rafalasa @ruestern @eleder_ pero si los waitos ya estáis aislaos!,0
@cobos_rebeca a ti por responder! espero y deseo que te salgan nuevos proyectos!! besitos!!,0
@jordicanal64 pues si no fichan lo que sea además de un ridículo espantoso igual qsf nos deja plantados...esperemos que no,0
"@bigzetayt @weastbrook que yo recuerde mourinho ganó una liga,el barça dos,los dos una copa del rey y el barça se llevó una champions ",0
@puntoguionpunto ando bien porque nunca sentí nada. pero estaban bien ricos porque tenían chispitas.,0
@sincosquillas urge empedar contigo bb,0
"@fridaricky así como estas... primero abajo, pero comiendo panochita suave, y luego atrás para dejarte la ir muy duro! qué rico",1
@crtkftauryn que no en serio,0
hace tres días que entre a @hawklineclan y hoy me he pegado el segundo clip 1080 desde lo alto del ala del caza https://t.co/8x4dvafgsp,0
@estefaniajoaq @davidcacho las políticas del pp puede ser discutibles.  pero estos políticos. son de lo que no hay. quw gente.,0
cuando piensas que las cosas van a toda madre y la cagan la vida es un riesgo carnal!,0
me recomendais alguna silla gaming buena please,0
@rabiekhd jajajajajaja me meo que yo tengo mi novio y él tiene su novia y estamos los dos contentos,0
"@zommix no, que pendejada, ya se pelearon y ya se contentaron, y ahora la mamá ya le leyó la cartilla al guero, ya no lo va a dejar verla",1
@carlosmoreno_ch claroooo o a varios solo que ya les vale ... psoe roto etc,1
"maldito jet lag, acabo de despertar a las 2 am",0
"@riley7097 en edad internacional 19, en edad coreana 20 ",1
"@tuiteroregio @bomborisimo jajajajajajajaj ya están peor que peña, puro atole con el dedo a los tuiteros",0
"@carolinaftam jo,es que es mortal ",0
"@ronan_coke @angelesuc1 @josecg96 @airatarra @andarellabcn muy triste, pero no olvidemos la inestimable colaboración del estado en ello  ",0
@soul_vedder que bueno que mi primer boda del año es en abril jajajajaj  al menos será la mitad de como le veo ahora,0
ese momento en el que no tienes megas para ver el video y en casa de tu padre no hay wifi  #mamaheasesinadoaminovia,0
"@jimena_quijano terribles, pero ni pedo yo el jueves iré a cambiarlas",0
@_xoshiro ya no es por bonito o por feo sino porque es un animal con sentimientos tía es horrible,0
"confieso que tengo una play list en spotify que dice : «canciones para bangtan » , son canciones cursis y una que otra loca",0
@diegoork ya urge nuestra pijamada,0
"hoy pasé frente a una tienda y noté que ya no le quedaba casi nada de pan tía rosa, solo mantecadas de chocolate. son tan poco valoradas.",0
en realidá é algo duro de asimilar ni el alcohol me ayuda,0
nominada por @learamartell aquí van nuestras pelis y nuestros taggeados.  https://t.co/hwqxw19rjr,0
"@eduardoramos95r yumi  te amo, estoy viendo la serie y tu?  también te extraño mañana te veo?",0
#teníamostodopero epn iba a ser el mejor presidente... pero se chingo la rodilla...,0
se qué razas están entre mis preferencias... pero va a ser muy difícil adoptar alguna de ellas,1
"desvelado, cansado, cuasienfermo pero feliz. vámonos al aeropuerto. buenos días!",0
@susanatruiz eres muy pero que muy inteligente,0
"@sofiabubble sí para las propias, pero para andar hurgando en las cuentas de otros?",0
@valabina @kuluska y como ya sabemos todos el amor no solo es ciego sino que no entiende de criterio musical,0
@sancareforma @pablitobarrera es por salud mental,0
@cognified te juro que si tuviera pc gamer o una decente jugaría también ahí,0
"bestia pequeña y mujer grande, sacádmelas de delante",1
@onesecondft5d ya está preparando cosillas nuevas jeje,0
gracias por compartir querido pepín  @cliftjose,0
"@claudiapiqueras hoy te he visto (y tu a mi) y no me has saludado, mala gente  (no te dije nada porque ibas acompañada)",1
@virsnroses cuando estén los 20 contactados y aprobados se publicará el listado en nuestra web,0
@pammgonzaleez no mames ahora quedaré como pendejo porque no pude ir de nuevo,0
@celopanyt @roenlared estando tan cerca pero tan lejos a 45min de distancia siendo exactos. jajajaja,0
quién se viene conmigo mañana a beber a embarca ??,0
"mames, hoy si me dio frío",0
- yo mamá por qué nunca en dejaste disfrutar mi juventud? ya tengo 30 - mamá felipe llegabas borracho a los 17 años - yo ayñ mamá!!,0
"@rafamartos_ @israelgv2 cari pero ha sido la parte dance, después vendrá la parte vocal ",0
necesito nuevo dealer éste cuatri será difícil si no dejo mi vida en manos de la bendita drogadicción,0
"@concht1 pero nos hemos desmovilizado, concha. nosotros/as solas dejamos las calles. así nos va  @ciudadanoscs",0
@1maaariii1 ¿te imaginas que ya saquearon todos los centros comerciales? y en donde vivo ay balazos..,0
ahora por floja me voy a dormir tarde,0
"@diego_galvan se lo llevé a la sra q me lo cuida trae tos y flemas, y el grande del estómago, algo le cayó mal 2 hrs más!!",1
buenos días y #felizmartes. cuántos de vosotros llegáis al final de vuestras #vacaciones? y cuántos las tenéis a la vuelta de la esquina?,0
"@hazzalovesme69 que raro, desde hace rato que tengo los dms desbloqueados ¿pasó algo?",0
volviendo a la actividad en #planetainquietante con otro curioso hallazgo en canelas.  #portonovo,0
"@maveldiaz jaja, sí, lo haré. en la tarde noche voy a tener la entrada lista",0
yo quería que callie y wyatt siguiesen juntos,0
queridos reyes magos: yo sigo esperando lo que pedí,0
@garzaajr no es un bulto y nunca lo ha sido @garzaajr es un luchador novato que ha madurado muchísimo desde que llegó a @luchalibreaaa,0
no me llamo laura pero te casarias conmigo?  #elrabode8cho @8chooficial,1
@anna_tb para mí no son feas  hay feas y bonitas te salvas de arder en el infierno por hetero,1
"@bensonsenora el anuncio es cutre, cutre. joseba quien es? ",0
"@celopanyt en el último vlog, al título le falta una e en la palabra entras supongo querías poner enteras ",0
@lalilolailoleo !croquetas!  a mí me gustan pelín más hechas.,0
"@erickvaldes_ jajajajajaja trague puro brócoli y coliflor con pollo ahorita para echarme las tostadas, me las merezco",0
y aveces necesito alguien con quien platicar,0
@auropgtez pero después de ducharme tampoco se queda así,0
en fin me voy a dormir dadme unas buenas noches bonitas por md,0
@donrul yo creo que esa es una mejor frase para una personalidad tan particular como la suya jejeje,0
tranquilos que con el.dinero de camacho seguro mañana empiezan las escabadoras en el arraijanal,0
@ladyfrigopie no lo has dicho. eres rara.. bueno eres diferente,0
"@erickct_ nosotros estábamos muy feliz mente cazando pokemon, siguiendo nuestra ruta y tuvimos un encuentro desafortunado",0
@anuarrieta ah ya si también la vi y si no sale mucho pero luce guapísimo.,0
eres el hombre de la casa.,1
intentar rescatar un gato que alguien irresponsable abandonó y que antes de que lo consigas se lo coma el pitbull de tu vecino. #jodid@,0
"@panadespb @denebgabe @veucat @rorschargos que @tv3 es plural?? cuantas horas, del otro idioma oficial, emite?, no es de todos los cat? ",0
"@luciaaaypunto no se , creo que no . yo solo mire mi fecha ",0
hoy quiero hacer otro juego de estos de tw pero esque son todos iguales,0
@escapeofthecrow el rottweiler es precioso pero... esta zumbadisimo y ataca  y yo muero de ganas de achucharlo,0
"@danlok23 si, la edad no es inconveniente para nada, es parte de mi infancia y hacia falta algo así ",0
@horantheworld20 claro que se puede corregir,0
"esta vez que tengo todo para ir , no estoy tan segura jajaj",0
"@neinyatta a mi el de babe me gusta mucho, y si no sesderma creo que va muy bien ",0
@marcenuela son los leggins esos que son como de lycra?  quiero unos pero sólo los encuentro de talla única y mis muslos son gordis.,0
"parada obligada en pits y al banco.. rumbo a pueblo frío.. hay q ir por la patrona, se acabaron las vacaciones",0
@vodafone_es ha aceptado reembolsarme la cobertura marítima de la que no me advirtió en su momento. estoy contenta. me parece justo.,0
lo unico que van a hacer es que me vuelva mamona con todos como antes,0
soy @essiesenna. este es mi número de teléfono finlandés. ya puedes borrar el inglés. y la abuela piensa.. era una niña de 8 años..,1
denme una llenadera porque dicen que no tengo,0
hay que respetar las posturas de todo el mundo frente a las situaciones que se le presentan. por algo no somos todos iguales,0
"@bigotingos ilustres, jose. qué fácil salen los insultos viendo cómo hemos empezado burgos y murcia ",0
"@juanrallo ya, ya. el edificio a sí, el edificio b no. facilísimo de articular ",0
"@ranluna13 ambientado también en italia, es una comedia sobre una serie de parejas y entuertos, con honor, clase social y mucho humor ",0
"#quenosepierdalacostumbre de querernos, amarnos, respetarnos, cuidarnos y estar juntos toda la vida",0
"@axelmishael es una ciudad hermosa llena de cultura,con gente bella y comida deliciosa. muero por volver! disfrutá mucho",0
@nilomandedior hoy estuve viendo muchas fotos dell escuadrón. lo extraño,0
acabo de hablar con alba y ya esroy un poquito mejor,0
"@gabi_herranz @knekro yo se lo dije 10 veces ya, pero el me sigue teniendo ese pequeño odio... es comprensible, siempre le caere mal ",1
"[info] igot7, no hemos comprartido nada sobre los isac porque no esta permitido hacerlo hasta la emisión, haced lo mismo hasta entonces ",0
adiós a la nueva planta de #ford en #méxico,0
"@mumusiraneitor bueno, hoy duermo temprano jeje linda noche y disfrúta al máximo (a la hr que lo leas), tqm ...!!!",0
"@claudiosensasao @msrose_84 @geraldine_balme ¡cada vez sois más! las risas están aseguradas entonces. mañana preguntamos, dadlo por hecho ",0
"@lucas_egea92 que bolsa tan poco ergonómica, ahi solo cabe un pepino del mercadona...ah que no es para ese tipo de pepinos no?...oki  jaja",1
@soymarioruiz a mi se me acabaron desde la semana pasada,0
@jl_blanco gracias por la información. parece que el olor ha cesado. ayer pasó lo mismo sobre la misma hora,0
"@vidal_guitar eso es lo angustiante nada de información segura, muchas gracias por responder",0
"oigan no, no nos hagan eso a las locas, madrugar no es pa nosotras. así que, cadena de oración pa que pueda dormir aunque sea 3 horas.",0
no tendrás novio hasta que seas mayor de edad.,1
eso no se ve bien en una niña.,1
mi lechuza tan retrasada por la distancia y ahora con el muro se va a estrellar con todo y mi carta a hogwarts,0
"sí es shido ser fiel yo sabía que lo era. qué me pasó esas veces? o sea, fue desde mi primer novio en cch...",0
"@sapitomen de me ntojaban más unos de canasta. jijiji háblame de tú, porfa",0
mi carro ya no suena feo wuuwu. juro que ya no le haré más daño hahaha,0
ya extraño a mi mamá y todavia no me voy,0
@sitgesfestival genial!! vendrá @rachelnichols1 ?? saludos y buen día!,0
como entraba una conversación de estas largas de hablar toda la noche con alguien,0
"uno muere con esos labios y esa mirada que tienes estando tan cerca eh 🙈☺️ ummm y dándote besos me dice, pero a ver ",1
"en ruso me quedé en nivel medio. la vida, el servicio social, el fin de la carrera hicieron que me separa por un rato de mi amors.",0
"@raquel_lpz hola raquel. ya avisamos que por desgracia hubo un cambio de planes y no podrán venir en 2016, estamos intentándolo para 2017 ",0
ya viste lo bien que nos divertimos el uno sin el otro. después de todo nadie es indispensable.,0
@michaelperrinow @dandastur la pena es que no incluya a modo de extra el original. con el de consola te lo regalaban con el preorder,0
"@david17519416 pero no hicimos rolas por años, solo ligamos bandas y canciones en común gracias por escuchar",0
"ahora todo es machismo, no se puede hacer ni un chiste",1
"@olivanoticias ahí no van, por que no les gusta el sabor del jamón serrano",0
¿algún día seré feliz por tener tu follow? @blasauryn,0
me falta 12.32% para acabarme just cause 2. este si es juego y no mamadas de yirs ni fifa papi. ojalá tuviera just cause 1 en el xbox,0
"@cigotenks me apiado de ti, yo me entero de que existen porque tú los encuentras. o sea, alguien los lee primero ",0
@tioptra cada vez que la escucho es como si fuera la primera vez y ese nothing really matters to me del final me mata,0
en serio tengo muchas ganas de verte te extraño demasiadoo..!,0
lo malo de ser flaco es que no puedo ir todos los días al gym.,0
@tomo_como_rey feliz año washitos!!! les deseo lo mejor del mundo y les mando un fuerte abrazo!!! que nos volvamos a encontrar en el 2017,0
según yo sólo vería los capítulos que me hacían falta y ya vi la mitad de la serie hahaha,0
@neithanwolf @cinefila_91 @cinedepatio @sensacine resultad sobrevives lo de estar loco funciona,0
(6:30 am) -viridiana dónde estás? no piensas llegar! no tienes llenadera!- yo: mamá estoy dormida en mi cuarto mamá: ah sí ya te vi,0
"@jhovanny920218 la vdd si, jaja pero yo me curo rápido de eso. ya la perdone. gracias!!",0
es que por las noches en mi cuarto y mi sobremesa me angustio sabéis me vengo al sofá con el portátil y el ventilador y eso,0
"creo que la sinceridad es importante, pero practicarla es lo principal y más si se promete!",0
"lo bueno que tengo amigas si no, ni hablaría con nadie más que contigo por whats benditas amigas las amo ya no hablo con niños jaja",0
"le fuí infiel a don escojale, en verdad no lo vuelvo hacer",0
@albueto @ferderer2 @tipsterapuesta los reyes magos son mas reales que este,0
lo pendejo se mide en comparación del número de veces que te encabronas por un twiit que ni siquiera era dirigido a ti,0
@sr_zeta hola vengo de intagram  en verdad ya te seguia pero hola igualmente,0
mañana juegan y ganan mis @pumasmx venga universidad por los 3 primeros puntos,0
@szerenata lo haría pero mi música es muy fea para tu programa tan bonito,0
"@intomyhoran casi todo tiene manteca de cerdo, las gominolas(tristemente) no son lo único ",0
"@juan_mpc no me gusta mucho el agua, así que aire o tierra. no, mejor tierra porque si es aire de seguro es un pájaro y no me gustan.",0
@martincaligaris es mí martina jajaja regresaste a los saltos mortales!!! eso es bueno te quiero mucho! beso de regreso muack muack,0
"sonríe, no sé por qué siempre tienes esa cara de enfado.",0
pues yo leo que a muchos luke cage les ha parecido malita. pero uno ve y tiene un 8.2 de promedio en rt. al menos abre al debate,0
@monysito pues pocas cosas más bonitas puedes ver en la vida oye,0
"inteligente como papá, bonita como mamá",1
@mauhcorona #estiempode pensar las cosas buenas,0
"@lommx te amo porque te pones en su lugar a todos, eso mero! las mujeres somos las que tenemos que arreglar todo el changarro me cae",1
lo malo es que faltaba su mid y acabaron haciendo remake,0
las mujeres ayudan en la casa.,1
"@bbzote sí, pero nada. creo que es por vivir en la última calle ya les dio flojera",0
"@pau__27 pero es una alegría ver toda la gente que ha salido en defensa de los clásicos y la cultura, estoy gratamente sorprendida ",0
"@lucerogama tu foto de perfil me trae recuerdos, extraño escucharte",0
tengo tantísimo sueño que cada vez que me levanto y ando me choco con la pared en serio me siento súper gilipollas,0
"@jc_pblanco ya.. se le va, pero me gustó igual  lo siento, sino.. blme está bien adaptado o los libros de sparks ",0
"úrgeme irme a vivir solo, donde el baño sea solo para mi y pueda cagar a la hora que se me hinche la pinche gana sin que esté ocupado",0
@saez_cristina @muyinteresante @fairphone genial ! está genial que la gente conozca un poco más estas alternativas,0
"me dice la tía y cuanto tardarias en llegar al carrefour de hortaleza y y pues poco, vivo en la plaza de chueca ",0
"#siqueríacontigopero te mama yuri , la trevi , anahi , las jeans!! ... te enchilas si se meten con britney. no pues mejor así, como!!?",1
se busca kaori para el sábado del salón de murcia  en noviembre no quiero ir de kousei sola   rt pls https://t.co/hd3o4xoqgh,0
"@slcuervo no se valora el potencial del español como lengua informativa en internet, negocio que se le escapa entre los dedos a españa. ",0
@chanquetefest porq si no es posible ir con ellos necesito encontrar otro alojamiento por mi cuenta. ¿podríais contestar por favor? thks,0
"a la mujer y a la burra, cada día una zurra",1
"lejos, lejos, muy lejos...manejar hasta acá esta padre! algo diferente q mal q ya no está la feria del caballo pq si no, me quedaba jaja!",0
"@masrazonqunsant entro el golpe,limpio como una mañana de primavera ",0
soñé que tenía una banda de rock céltico.,0
@enekoolabuenaga seguramente no podré estar online hasta mañana,0
de que color cojo las plumas de mis nuevas flechas???,0
"@cscvalenciana @albert_rivera como mejor luchar contra la crisis, unidos o siempre enfrentados.  lo tengo claro.",0
en fin @kenneos espero que recibas este tuit en otra realidad alternativa donde sigues viva porque ahí no se acaba tu camino  ¡suerte!,1
"@nekojitablog yo por un bolillo con mayonesa, huevo, frijoles y mucho chile... ahhhh... es un antojo muy malo...lo sé...",0
el descarado afán de la caixa por empujar las cotizaciones les está delatando. es la pauta del 2 de mayo....kung fu,0
"hay un niñ junto a mí jugando a preguntarse ¿eres o te haces?. saben que la respuesta correcta es soy. nada mal, nada mal.",0
"a las mujeres hay que escogerlas guapas y esbeltas, ellas se encargan solas de hacerse gordas y feas",1
@luismartiinez28 yo estoy en primera fila,0
"mi vida es un eterno dilema entre mejor me duermo y mañana termino e \'ingue su, me vo\'a desvelar hasta morir y lo acabo de una vez.",0
@landspecies y sentimos empatia hacia cualquier ser vivo sin distinción,0
y lo que se sabe no se preguntan para el dolor de muchos no soy pita soy scort  no cobro dos lochas ni doy culo gratis como muchos.,1
@monysito en la vida puede verseme una teta porque cuando me eche la foto no estaba desnuda,1
creo que no enseñan griego en el departamento de lenguas extranjeras,0
@kurokatze_ yo nunca la he podido ver entera porque literalmente me duermo,0
"@denisfmendez @anordestado @cascarelo @gzwika ponferrada, ya no soy gallego ",0
"@lizheidern hace streams buenos, a veces está muy vacío su chat, pero se pone bueno el ambiente con @l337lag.",0
"me encanta cuando alguien viene a comer, y cuando empiezan a hablar de mis decisiones académicas y tengo que irme para no explotar ",0
"@mavi_vieira perfecto!  nada mejor que incitar a lectura. ya me contarás que tal, es mágico. de esos para niños que no son para niños",0
31 agosto día internacional de la solidaridad porque la solidaridad comienza con una sonrisa   ¡feliz día! https://t.co/xclh0gsjeg,0
pinche equipo me ilusiona bien machín para este año @cruz_azul_fc,0
"de mujeres en una casa, con una hay poco; con dos, demasiado",1
porque no soy una persona normal que le guste platicar con personas por whatsaap me conflictua esooo xq xq xq,0
".@donecperficiam6 ¿me dice garrullo, llamándose domingo? esa es buena  @rlegaz @ursulabayer @gabrielrufian",1
"@jair_mendieta me insultas noo, solo quiero verte",0
"@sayiruiz es que el mío dice editar perfil. :v jaja, no sólo se cambia el nombre... no el username, ya mejor me espero a estar en pc",0
"@iazek4629 lo se  pero no miraba la acc, solo miraba de vez en cuando el combo y me emocionada y nervios y shit",0
"con lo cual he abierto todas las ventanas y he conectado el móvil a los altavoces, a ver si ahora suena mejor ",0
te quise como se debe y no fue breve aun no te puedo olvidar que mas da si ya no vas a estar pa cantar y fumar como siempre...,0
"como dice @quique_gonzalez , se escapa otro verano en un furgón blindado @salabbk #bilbao #quiquegonzález https://t.co/weaevyct2l",0
@veronik87mlg algunos callaos pa que no nos digan reventaores la yihad!,0
"@monssev12: we, yo solo quiero que alito y lapizito me quieran, ¿es mucho pedir? x2 @lapizito123",0
"@cdeciencia bueno, el frío es lo de menos, siempre te puedes poner un buen abrigo ",0
"—ma, ya no quiero ir a la escuela. —¡tienes que ir! —ah, chinga y por qué. —pues tú eres el maestro, cabrón. —asicierto.",0
"@doloresparis es que no, ya estoy cansado ",0
#totalmentepayaso @psychooriginal uno de los mejores luchadores técnicos que he conocido espero que salgas triunfador este año,0
eres un pendejo pulido @puliidooo,0
"#gasolinazo tema para ubicar nuestra realidad nacional, hasta el jefe nos pide nuestro punto de vista #horasad",0
"días!!! si confías en tu mente, tendrás que tomar decisiones toda tu vida. si confías en tu corazón, será tu última decisión.. besitos",0
@juan_s_alba @luisitno buen día para el apertura 2017 que?,0
@imfebrer no me hagas daño  @xseth_army que cruel jajaja habría q verlo ^^,1
"pues mi cuerpo por dinero no he ofrecido, pero mi tiempo sí. en plan, si tienes la absurda idea de quedar conmigo, pagas tú todo. ",1
@lucianogueras entiendo que en el mal sentido?,0
"@tooruskywalker no había casi nadie hablando del tema  (y tampoco puedo encontrar el vídeo, sad)",0
las mujeres deben cuidar a los hombres.,1
"@ascnati si si ya estuve haha desde el jueves en la mañana,ahorita ya voy saliendo de la central nueva,a mi también me llenó rápido",0
"gracias a toda la gente que dio rt a mi mensaje de buscar clan. he conseguido ser suplente adc en dragonszgaming,con ganas ",0
@adios_hi @elespanolcom pues menudo susto. al poner tolerdo pensé que se refería a su parodia @willytolerdoo,0
@malicnidad @el_fantaasma ahh eso   lawliet es más de nivel 800 ya  y había uno que era todavía más alto,0
"@reivajcorrado @_jesuismarc alguien sabrá, alguien en ese extraño lugar que es el futuro. esto es una empresa para la humanidad ",0
"@hecalledmeac lo sé, a pesar de saber que no debería simplemente enamorarme de una cara bonita como la tuya... soy muy superficial ",1
"@ibanezxaro jajaja ya ves lo que ocasiona tu ausencia prolongada, mi cuate no me habla y mi sobrina me desconoce",0
ayer fue cumpleaños del amor de mi vida que ya no está en mi vida pero que fue y será un buen amor en mi vida. ojalá la haya pasado feliz,0
no hay nada más triste que terminas todas las temporadas de tu serie,0
la ansiedad que me da cuando no puedo dormir es de las peores cosas que he eerimentado,0
"@pgimenezfuentes @ciudadanoscs paso, paso de tener que definir que es o no es una ostia, que por ahi te escaqueas ",0
"me da culo caminar de noche por anahuac city, ni pedo, gym time",0
"estás haciendo muy feliz a todo mi tl,yo también quiero que me sigas  @blasauryn",0
jueputaaaa extraño mi bici. esta panza de camionero me va a matar,0
"si soy de área 4 y con suerte pase mate iv y mate v ¿por que me ponen al profe qlero que es mega difícil pasar con el, en mi último año?",0
hoy microaventura en #kayak con dos expertos kayakistas ría de villaviciosa. @ el puntal… https://t.co/y7j88brmyk,0
"@kalvanigh pues yo no me crei esa expulsion, me parecio otro tongo como la de ares, los dos mayores robados de aquella temporada ",0
"@broomkurosawa pues descansa tío, si se pone grave la cosa no podrás jugar en muchísimo tiempo ",0
@ricky_xcx @aikoleru gracias!! ^-^ que pena pero a la próxima será,0
"lo bueno que el ojete fui yo y que lo unico que me pese es no haberte dejado antes y calleras, pero no te deseo el mal n.n. ya no más.",0
al rato a preparar la cena de fin de año con mis hijos al rato a misa a darle gracias a dios por un 2016 lleno de ilusiones y sueños,0
"-me gusta esta canción -hace tiempo se la dediqué a mi ex y cada vez que la escucho, me acuerdo de su ex",0
"@eldesmarque_vcf nunca había visto al valencia el último de la clasificación.  que pasa con el valencia, ya no ganamos.",0
@randeles que buena foto! felicidades,0
mi ex pareja estaba loca,0
"-mi amor, ¿me veo gorda con este vestido? -a ver, rueda un poquito a la izquierda. -",0
"nuevamente fin de semana, cada vez más rápido, ya casi termina el año.!!! espero que dios le haya dado la mejor de las semana!!!",0
@onedayofglory tu ventilador me mira con cara seductora.,1
"#pierdomuchotiempoen hacerle caso a los chismes, críticas, malos comentarios hacia mi persona es mi vida, no la de ustedes",0
"sí, mi vida, estás muy linda, tienes un cuerpazo, pero déjame te presento al cepillo de dientes y la pasta",0
"en casa de mujer rica, ella manda y ella grita",1
ya casi es año nuevo y no han tuiteado la imágen del viejito con un 2016 y del bebé con un 2017. mátenme ya alv,0
mingafria harrison. si por un casual consigues ganar me pagas la noche de hoy. no te meto presión. tu verás.,1
alba carrillo como buena modelo haciendo gala de su profesión en la entrevista a willy toledo  #hableconellas,1
@eduardoramos95r aquí ando me enferme de la garganta jajaja ntp sígue jugando amor te amo mucho! te extraño popochas,1
@sandrarammos dio que dice po que me hable si yo soy un libro abierto me puede habla pa conocerme quien quiera,0
"ahora que estoy en madrid casi no puedo hacer fotos chachis, solo a mi careto y no ",0
"@lukasamico @frankpornolover jaja, no lo se pero como no vivo de eso, tengo el privilegio de decir lo que opinio  a ver si nos vemos !!!",1
@soyrosalet @swarmapp linda noche ross extraño escuchar tu voz saludos desde playas de rosarito baja california,0
@szurita ya estuvo que el mexicano se quedó preso la lic @ruizmassieu ya no es la mera! mera ahora es videgaray,1
"@ale_jaramillo a los años por aquí hermosa, ya ni te has de acordar de tu fiel seguidor un abrazo inmenso en este nuevo año. bendiciones.",1
30 años viviendo en #algeciras y cuando me vengo a vivir a #sevilla es cuando pasan las cosas divertidas como un #terremoto.,0
tengo súper ganas de comerme un peaso de ciego que flipasss pero la cosa es con quién pq nadie quiere beber,0
@felipegne por??? hay bueno si un café! yo tmbn elegí que ya no salgo hoy! a que hora llegas?,0
"no puedo estar sentada mucho tiempo, ni de pie, ni nada",0
"el día 2 tengo los exámenes, suena lejano pero es la semana que viene jajaxd ",0
@marcklebowski michael jackson tambien y la gente canta sus canciones,0
"@ivonnems28 ¿crees? hahaha obvio si, todos toditos, de todas toditas las personas",0
@erika_boje sería un puntazo que te dieran los domingos de descanso o que trabajases de mañana y así tener la tarde libre para verlo,0
"la única persona a la que le cuento mis cosas es un niño de 5 años, no me critica, solo me escucha y lo mejor es que entiende un poco",0
@samanthasarahy muchas felicidades! pásala genial abrazo! 🥇,0
"@lococamionero  otra cosa es que no tuviera seguridad social, porqe no era obligatorio en su situacion. lee, los libros no muerden ",0
enormes @alo_oficial y @lewishamilton. buena carrera hoy en spa.,0
"hablando de miradas lascivas, yo una vez vi en el metro a un maldito viejo, que no dejaba de ver a una niña de la secundaria con uniforme",0
lo mejor de estas fechas es que con el frio vienen los suéters y con ellos solo tengo que planchar el 15% de la camisa... #navidadgodin,0
@eduemoesc muchas gracias por seguirme. nos leemos,0
".@davidcpsberga @goslum vamos, que usted es el portavoz de 2 millones de personas. una inmensa... minoría. ¿le molesta la minorización? ",0
@mpamanes gracias por el comienzo con always be my baby (que aquí entre nos me dedicó mariah) time can\'t erase a feeling this strong,0
"@bvillamor_gay ha sido un placer! muy profesionales  hoy en @ed_tve a las 19,39 ",0
alguien quiere hablar conmigo por ft de audio ?? estoy en la escuela ya acabe todo y estoy muuuuuy aburrida,0
no está chido empezar el año con lesión de tobillo,0
tienes una voz bonita @cristinabosca ahora sólo tengo que aprender a diferenciarla  me gusta la voz que tienes,1
buenos días pipol ️ voy de camino al doctor que me cuesta respirar :c sí muero en el camino recuerdenme  ya no aguanto la gripa >,0
@y2konya justo esta mañana no ha podido insultarlos porque estaba en comisaria ampliando la denuncia por acoso,0
"hoy marihana probó: carnitas, nieve de patz, raíz de chayote, changungas, sopa tarasca, mole, enchiladas, natilla... espero no se enferme",0
"momento #emprendedores en el congreso de los diputados ahora mismo. siempre se cita a las startups, no a los innovadores sociales ",0
@_betterton @juanrallo para cometer atentados terroristas (2) no creo que entonces existiera el burkini,1
rubén y mangel deberían hacer como en 2013 y mencionarse en twitter a cada rato. así nos harían felices  *no lo hacen*,0
no me parece justo que ya sea 6 y yo no haya comido ni un poco de rosca,0
"@dianybony jajajaja claro que no amor!! te amo mucho, ya te estoy esperando en el aeropuerto!!!! ya sal, que te quiero veeeer!!",1
@manuelizquier14 en septiembre limitan el horario de toboganes pero las piscinas siguen abiertas hasta noviembre,0
aquí escuchando el soundtrack de mamma mia con la ex dancing queen de maría,0
@msvelouria21 pero pero porque eres muy guapa,1
me muero por ya comprar otro celular,0
"y por todos lados hablan de los bloqueos, de enp, de trump y pinches es muy deprimente",0
@rachel_green_ sí! el escenario muwi revellín es gratuito y abierto al público,0
@lol_spain ¿cuándo son los próximos partidos? ¿dónde esta el calendario? gracias,0
había un hombre en la calle. estornudó y yo desde la ventana le he dicho salud me miró mal y siguió caminando,0
@lidiawblog que es un envidiosillo,0
seguro que obtuvo ese puesto de trabajo porque se acostó con alguien,1
@wendolencha es que pinche partidazooo,0
@joanes22 en esas fechas estaré en el @designcampfest de lima! pero seguro que visito pamplona con la sed en noviembre,0
